jira_key,dev_start_ts,review_start_ts,review_end_ts,testing_end_ts,dev_duration_hours,review_duration_hours,testing_duration_hours,exception_reason
BOOKKEEPER-1052,2017-05-09T20:29:28Z,2017-05-09T20:31:13Z,2017-05-09T21:08:01Z,2017-05-09T21:08:04Z,0.0292,0.6133,0.0008,
BOOKKEEPER-1053,2017-05-09T23:58:00Z,2017-05-09T23:59:04Z,2017-05-10T01:17:44Z,2017-05-10T01:17:46Z,0.0178,1.3111,0.0006,
BOOKKEEPER-1054,2017-05-10T00:37:09Z,2017-05-10T00:38:45Z,2017-05-10T21:17:59Z,2017-05-10T21:18:00Z,0.0267,20.6539,0.0003,
BOOKKEEPER-1055,2017-05-10T17:45:41Z,2017-05-15T23:05:19Z,2017-05-17T06:58:11Z,2017-05-17T06:58:13Z,125.3272,31.8811,0.0006,
BOOKKEEPER-1056,2017-05-10T17:51:38Z,2017-06-01T15:49:45Z,2017-06-01T19:22:52Z,2017-06-01T19:23:04Z,525.9686,3.5519,0.0033,
BOOKKEEPER-1057,2017-05-10T18:05:42Z,2017-05-10T18:08:02Z,2017-11-16T20:38:13Z,2017-10-09T09:08:56Z,0.0389,4562.5031,,negative_testing_duration
BOOKKEEPER-1058,2017-05-10T18:18:51Z,2017-05-10T18:20:08Z,2017-05-15T17:32:50Z,2017-05-15T17:32:47Z,0.0214,119.2117,,negative_testing_duration
BOOKKEEPER-1059,2017-05-10T18:30:07Z,2017-05-10T18:32:14Z,2017-05-10T21:15:20Z,2017-05-10T21:15:20Z,0.0353,2.7183,0.0000,
BOOKKEEPER-1060,2017-05-10T20:27:54Z,2017-05-10T20:29:34Z,2017-05-10T20:47:20Z,2017-05-10T20:47:20Z,0.0278,0.2961,0.0000,
BOOKKEEPER-1061,2017-05-10T20:50:34Z,2017-05-10T20:53:47Z,2017-05-15T19:35:45Z,2017-05-15T19:35:43Z,0.0536,118.6994,,negative_testing_duration
BOOKKEEPER-1062,2017-05-10T21:44:37Z,2017-10-12T20:54:09Z,2017-10-17T07:33:04Z,2017-10-17T07:33:04Z,3719.1589,106.6486,0.0000,
BOOKKEEPER-1063,2017-05-10T21:55:41Z,2017-05-10T21:56:43Z,2017-05-12T14:39:22Z,2017-05-15T21:20:55Z,0.0172,40.7108,78.6925,
BOOKKEEPER-1064,2017-05-11T16:40:52Z,2017-05-11T16:43:04Z,2017-05-12T13:20:53Z,2017-05-12T13:20:51Z,0.0367,20.6303,,negative_testing_duration
BOOKKEEPER-1065,2017-05-11T16:58:28Z,2017-05-11T17:26:55Z,2017-05-11T20:24:29Z,2017-05-11T20:25:51Z,0.4742,2.9594,0.0228,
BOOKKEEPER-1066,2017-05-11T18:29:05Z,2017-05-11T18:31:06Z,2017-05-12T13:18:05Z,2017-05-12T13:18:23Z,0.0336,18.7831,0.0050,
BOOKKEEPER-1067,2017-05-15T17:25:57Z,2017-05-15T17:28:56Z,2017-05-15T19:25:34Z,2017-05-15T19:25:32Z,0.0497,1.9439,,negative_testing_duration
BOOKKEEPER-1068,2017-05-15T23:00:04Z,2017-05-15T23:03:16Z,2017-05-25T12:23:19Z,2017-05-25T12:23:18Z,0.0533,229.3342,,negative_testing_duration
BOOKKEEPER-1069,2017-05-15T23:57:19Z,2017-05-15T23:58:05Z,2017-05-16T11:21:21Z,2017-05-18T03:42:14Z,0.0128,11.3878,40.3481,
BOOKKEEPER-1070,2017-05-17T15:19:01Z,2017-05-17T15:22:41Z,2017-05-18T14:22:02Z,2017-05-18T14:22:00Z,0.0611,22.9892,,negative_testing_duration
BOOKKEEPER-1071,2017-05-18T03:07:45Z,2017-06-01T04:32:51Z,2017-06-01T07:47:44Z,2017-06-01T07:47:42Z,337.4183,3.2481,,negative_testing_duration
BOOKKEEPER-1072,2017-05-25T01:31:22Z,,,2017-05-25T11:38:21Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-1073,2017-05-25T02:54:06Z,2017-05-25T02:56:03Z,2017-06-01T06:56:10Z,2017-06-01T06:57:19Z,0.0325,172.0019,0.0192,
BOOKKEEPER-1074,2017-05-25T03:20:07Z,2017-05-25T03:29:03Z,2017-06-01T11:20:15Z,2017-06-01T11:21:16Z,0.1489,175.8533,0.0169,
BOOKKEEPER-1075,2017-05-25T03:33:15Z,2017-05-25T03:42:36Z,2017-05-25T12:32:15Z,2017-05-25T12:32:13Z,0.1558,8.8275,,negative_testing_duration
BOOKKEEPER-1076,2017-05-25T03:46:56Z,,,2017-05-25T03:57:45Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-1077,2017-05-25T03:58:12Z,2017-05-25T04:00:43Z,2017-05-26T10:38:59Z,2017-05-26T10:38:54Z,0.0419,30.6378,,negative_testing_duration
BOOKKEEPER-1078,2017-05-25T04:04:42Z,2017-05-25T15:37:18Z,2017-06-01T09:31:31Z,2017-06-01T09:31:27Z,11.5433,161.9036,,negative_testing_duration
BOOKKEEPER-1079,2017-05-26T14:31:52Z,2017-05-26T14:34:20Z,2017-05-26T19:44:53Z,2017-05-26T19:44:54Z,0.0411,5.1758,0.0003,
BOOKKEEPER-1080,2017-05-26T20:08:26Z,,,2017-05-27T07:37:35Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-1081,2017-05-27T13:09:43Z,2017-05-28T00:59:15Z,2017-05-29T03:15:04Z,2017-10-06T08:56:45Z,11.8256,26.2636,3125.6947,
BOOKKEEPER-1082,2017-06-01T06:16:27Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-1083,2017-06-01T07:35:31Z,2017-06-01T07:40:55Z,2017-06-01T10:31:10Z,2017-06-01T10:31:06Z,0.0900,2.8375,,negative_testing_duration
BOOKKEEPER-1084,2017-06-01T08:08:57Z,2017-06-01T08:10:11Z,2017-06-01T09:42:24Z,2017-06-01T09:42:20Z,0.0206,1.5369,,negative_testing_duration
BOOKKEEPER-1085,2017-06-01T08:15:07Z,2017-06-01T08:17:29Z,2017-06-01T11:17:07Z,2017-06-01T11:17:03Z,0.0394,2.9939,,negative_testing_duration
BOOKKEEPER-1086,2017-06-01T19:13:34Z,2017-06-01T19:21:58Z,2017-06-01T20:40:56Z,2017-06-01T20:40:58Z,0.1400,1.3161,0.0006,
BOOKKEEPER-1087,2017-06-01T19:14:30Z,2017-06-01T20:02:11Z,2017-06-05T19:48:50Z,2017-06-05T19:48:47Z,0.7947,95.7775,,negative_testing_duration
BOOKKEEPER-1088,2017-06-01T19:15:52Z,2017-06-01T20:58:45Z,2017-06-10T11:56:06Z,2017-06-05T20:13:47Z,1.7147,206.9558,,negative_testing_duration
BOOKKEEPER-1089,2017-06-01T19:16:32Z,2017-06-02T20:53:20Z,2017-06-21T17:50:40Z,2017-06-21T17:50:38Z,25.6133,452.9556,,negative_testing_duration
BOOKKEEPER-1090,2017-06-01T21:05:06Z,2017-06-01T21:07:20Z,2017-06-01T21:58:54Z,2017-06-22T00:11:39Z,0.0372,0.8594,482.2125,
BOOKKEEPER-1091,2017-06-01T21:50:53Z,,,2017-06-03T00:39:37Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-1092,2017-06-01T23:52:48Z,2017-06-02T21:37:15Z,2017-06-21T19:00:33Z,2017-06-21T19:00:26Z,21.7408,453.3883,,negative_testing_duration
BOOKKEEPER-1093,2017-06-02T20:17:11Z,2017-06-02T20:39:28Z,2017-06-21T17:58:16Z,2017-06-21T17:58:13Z,0.3714,453.3133,,negative_testing_duration
BOOKKEEPER-1094,2017-06-02T20:17:52Z,,,2017-07-17T21:28:38Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-1095,2017-06-02T20:18:56Z,2017-06-30T01:07:53Z,2017-07-17T21:27:21Z,2017-06-30T01:01:21Z,652.8158,428.3244,,negative_testing_duration
BOOKKEEPER-1096,2017-06-09T23:04:07Z,2017-06-09T23:06:40Z,2017-06-12T15:21:10Z,2017-06-12T15:21:05Z,0.0425,64.2417,,negative_testing_duration
BOOKKEEPER-1097,2017-06-13T01:05:13Z,2017-06-13T01:11:53Z,2017-06-21T19:07:58Z,2017-06-21T19:07:57Z,0.1111,209.9347,,negative_testing_duration
BOOKKEEPER-1098,2017-06-14T22:26:20Z,2017-06-15T17:50:01Z,2017-06-28T21:28:51Z,2017-06-28T21:30:12Z,19.3947,315.6472,0.0225,
BOOKKEEPER-1099,2017-06-21T23:20:51Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-1100,2017-06-25T00:59:05Z,2017-06-25T04:39:31Z,2017-08-16T01:37:21Z,2017-08-16T01:37:33Z,3.6739,1244.9639,0.0033,
BOOKKEEPER-1101,2017-07-19T02:35:58Z,,,2017-07-19T03:50:20Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-1102,2017-07-22T00:47:20Z,2017-07-22T00:58:57Z,2017-08-01T06:34:19Z,2017-08-01T06:40:46Z,0.1936,245.5894,0.1075,
BOOKKEEPER-1103,2017-07-26T21:39:06Z,2017-07-26T21:48:10Z,2017-07-28T20:35:06Z,2017-07-28T20:35:16Z,0.1511,46.7822,0.0028,
BOOKKEEPER-1104,2017-07-27T21:53:15Z,2017-07-27T22:52:36Z,2017-07-28T04:39:18Z,2017-07-28T04:39:44Z,0.9892,5.7783,0.0072,
BOOKKEEPER-1105,2017-08-09T18:25:48Z,2017-08-09T19:08:32Z,2017-08-16T01:41:56Z,2017-08-16T01:42:23Z,0.7122,150.5567,0.0075,
BOOKKEEPER-1106,2017-09-16T17:01:29Z,2017-09-16T23:45:55Z,2017-10-03T10:33:32Z,2017-10-03T10:33:32Z,6.7406,394.7936,0.0000,
BOOKKEEPER-1107,2017-10-17T21:54:33Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
